ascore,category,description,ein,tot_exp,fund_eff,fscore,NAME,tot_rev,score,state,size,CITY,ZIP,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT
93.0,"Arts, Culture, Humanities","Founded in 1830, the Museum of Science, Boston works to stimulate interest in and further understanding of science and technology and their importance for individuals and for society. To accomplish this educational mission, the Museum is dedicated to attracting the broadest possible spectrum of participants, and involving them in activities, exhibits and programs which will: encourage curiosity, questioning and exploration; inform and educate; enhance a sense of personal achievement in learning; respect individual interest, backgrounds and abilities; and promote life-long learning and informed and active citizenship.",04-2103916,62392418.0,0.15,84.18,MUSEUM OF SCIENCE,95565729.0,87.76,MA,big,BOSTON,02114-1000,1,High,5.3601686723584054e-08,80262344.0,55968388.0
85.0,"Arts, Culture, Humanities","The Museum of American Finance is the nation's only independent museum dedicated to preserving, exhibiting and teaching about American finance and financial history. Housed in an historic bank building on Wall Street, the Museum's magnificent grand mezzanine banking hall provides an ideal setting for permanent exhibits on the financial markets, money, banking, entrepreneurship and Alexander Hamilton. The Museum is an independent, Smithsonian affiliate creating non-ideological presentations and programs for purposes of education and general public awareness. Financial education is at the core of the Museum's mission, seeking to promote lifelong learning and inquiry.",13-3540880,4447277.0,0.1,74.14,MUSEUM OF AMERICAN FINANCE,2435565.0,78.86,NY,mid,NEW YORK,10005-2903,1,High,7.413521274334884e-07,4383291.0,4046660.0
89.0,"Arts, Culture, Humanities","The Museum at Eldridge Street, a non-sectarian cultural organization based in the National Historic Landmark Eldridge Street Synagogue, presents the culture, history and traditions of the great wave of Jewish immigrants to the Lower East Side drawing parallels with the diverse cultural communities that have settled in America. The Museum at Eldridge Street is honored to share this landmark space with Congregation Kahal Adath Jeshurun, which has met continuously for Sabbath and holiday services since the building first opened more than a century ago.",13-3379555,1386823.0,0.14,84.31,MUSEUM AT ELDRIDGE STREET,2042931.0,86.45,NY,small,NEW YORK,10002-6204,1,High,2.249258307073243e-06,1439482.0,1333773.0
96.0,Research and Public Policy,"Mount Washington Observatory aims to advance understanding of the natural systems that create the Earth's weather and climate, by maintaining its mountaintop weather station, conducting research and educational programs and interpreting the heritage of the Mount Washington region. The Observatory continues to record and disseminate weather information. It also serves as a benchmark station for many types of severe weather research and testing.",02-0225135,2066258.0,0.22,73.53,MOUNT WASHINGTON OBSERVATORY,1788138.0,81.07,NH,small,NORTH CONWAY,03860-5194,1,High,1.7149354298228414e-06,1952176.0,1749337.0
96.0,Research and Public Policy,"The MDI Biological Laboratory is a rapidly growing, independent non-profit biomedical research institution. Its mission is to improve human health and well-being through basic research, education, and development ventures that transform discoveries into cures.",01-0202467,11741518.0,0.04,90.36,MOUNT DESERT ISLAND BIOLOGICAL LABORATORY,12769377.0,92.61,ME,mid,SALSBURY COVE,04672-0035,1,High,2.414883798206514e-07,12422958.0,12422958.0
100.0,"Arts, Culture, Humanities","Opened in 1914, the Montclair Art Museum (MAM) collects, preserves, and presents American and Native American art. Its innovative exhibitions and educational programs interpret and explore relationships between these two evolving artistic traditions. MAM's exhibitions offer groundbreaking scholarship, fresh thematic approaches, first-time presentations of under-recognized artists, examinations of little-known aspects of major artists' careers, and an ongoing commitment to the artists and culture of New Jersey. MAM's Yard School of Art offers comprehensive courses for children, youth, adults, seniors, and professional artists. The Museum collaborates with numerous cultural and community partners to inspire creativity and a deeper understanding of America's unique diversity.",22-1487582,4778160.0,0.17,82.29,MONTCLAIR ART MUSEUM,4759515.0,87.47,NJ,mid,MONTCLAIR,07042-1747,1,High,4.794538828492794e-07,10754737.0,6257119.0
96.0,Health,"Since 1994, Mission of Mercy has been providing free healthcare, free dental care and free prescription medications to the uninsured, underinsured and those who “fall through the cracks” of our healthcare system.

An independent nonprofit 501 (c)(3), faith-based community organization, Mission of Mercy receives no government funding. Because of this, we can provide healthcare without any pre-qualifications. None of our patients must prove their poverty or residency.

Founded in 1991 and launched in 1994 by clinical pharmacist, Gianna Talone Sullivan, Pharm D., headquartered in Pennsylvania and serving clinics in Arizona, Maryland, Pennsylvania and Texas, Mission of Mercy now has 17 clinics providing more than 25,000 free patient visits each year.",86-0704883,7151522.0,0.08,92.35,MISSION OF MERCY,6852563.0,93.89,PA,mid,BINGHAMTON,13901-2426,1,Low,1.0,,0.0
96.0,Health,"Since 1994, Mission of Mercy has been providing free healthcare, free dental care and free prescription medications to the uninsured, underinsured and those who “fall through the cracks” of our healthcare system.

An independent nonprofit 501 (c)(3), faith-based community organization, Mission of Mercy receives no government funding. Because of this, we can provide healthcare without any pre-qualifications. None of our patients must prove their poverty or residency.

Founded in 1991 and launched in 1994 by clinical pharmacist, Gianna Talone Sullivan, Pharm D., headquartered in Pennsylvania and serving clinics in Arizona, Maryland, Pennsylvania and Texas, Mission of Mercy now has 17 clinics providing more than 25,000 free patient visits each year.",86-0704883,7151522.0,0.08,92.35,MISSION OF MERCY,6852563.0,93.89,PA,mid,GILBERTVILLE,01031-0034,1,Low,1.0,0.0,0.0
100.0,International,Miracle Foundation brings life-changing care to orphaned children around the world.,74-2989580,2588178.0,0.1,89.45,MIRACLE FOUNDATION,2626023.0,92.54,TX,small,GARDEN CITY,11530-0725,1,Low,3.2087277394513073e-05,31606.0,31165.0
82.0,Religion,"The Mesorah Heritage Foundation works to remove the language barrier and make the riches of Jewish eternity available to English-speaking Jews. To this end, the Foundation sponsors literature that celebrates the rich Jewish heritage; creates works of intensive scholarship and unexcelled beauty; and produces books that will be read, studied, and cherished for generations. In order to achieve this, the Foundation recruits accomplished translators, scholars, writers, and editors who free our great texts from the captivity of ancient languages and bring them to English-speaking Jews in books that are beautifully produced and literarily graceful. At this writing, more than a hundred scholars in America, Israel, and Europe are producing an English-language Torah literature that will endure for generations.",11-2981112,8542211.0,0.02,87.5,MESORAH HERITAGE FOUNDATION,10135359.0,84.5,NY,mid,BROOKLYN,11232-4212,1,High,3.627948993455785e-07,19578294.0,8269135.0
93.0,Environment,"Founded in 1829, the Massachusetts Horticultural Society (MassHort) is dedicated to encouraging the science and practice of horticulture and developing the public's enjoyment, appreciation, and understanding of plants and the environment. In addition to its 8,000 members and headquarters at the 36-acre Elm Bank Horticulture Center, MassHort is known for its annual New England Spring Flower Show--the largest indoor event in New England and, after 136 years, the longest-running of its kind in the United States. MassHort's horticulture center offers adults and children the opportunity to experience, enjoy and learn about plants and the environment.",04-2104714,1690583.0,0.31,77.85,MASSACHUSETTS HORTICULTURAL SOCIETY,1895965.0,83.57,MA,small,WELLESLEY,02482-5725,1,High,1.969827495640115e-06,1634927.0,1522976.0
