ascore,category,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,leader_comp_p,program_exp,fund_exp,fscore,NAME,tot_rev,subcategory,score,size,EIN,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT,NTEE_CD,ASSET_AMT,ACCT_PD,PF_FILING_REQ_CD,FILING_REQ_CD,INCOME_CD,ASSET_CD,FOUNDATION,DEDUCTIBILITY,RULING,CLASSIFICATION
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,223401874,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,237438084,1,Medium,7.61e-06,262725.0,262725,,326861.0,12,0,1,4,4,15,1.0,199206.0,1000.0
89.0,Environment,2711731.0,0.152,0.14,0.138,0.7090000000000001,0.0335,1922617.279,374218.878,78.73,AUDUBON SOCIETY OF RHODE ISLAND,3105700.0,Environmental Protection and Conservation,83.06,small,50265675,1,High,4.73e-07,8398975.0,6349030,C300,31259136.0,12,0,1,7,8,16,1.0,194301.0,1000.0
100.0,Human Services,18345443.0,0.123,0.02,0.019,0.857,0.0077,15722044.651,348563.417,95.21,ASSOCIATION TO BENEFIT CHILDREN,18838253.0,Children's and Family Services,96.61,big,133303089,1,High,1.73e-07,19545968.0,17352328,P34Z,20052256.0,6,0,1,8,8,15,1.0,199107.0,1000.0
89.0,International,31773102.0,0.16,0.13,0.104,0.7340000000000001,0.0278,23321456.868000004,3304402.6080000005,82.75,ASIA SOCIETY,33481077.0,"International Peace, Security, and Affairs",85.53,big,133234632,1,High,9.56e-08,55866456.0,31371402,Q200,100565944.0,6,0,1,9,9,15,1.0,198508.0,1000.0
96.0,Education,1693338.0,0.208,0.2,0.064,0.726,,1229363.388,108373.632,75.62,ARTS COUNCIL OF PRINCETON,1473169.0,Youth Education Programs and Services,82.53,small,226108090,1,High,2.03e-06,1644828.0,1475527,A26Z,6929347.0,6,0,1,6,7,16,1.0,196809.0,1200.0
89.0,"Arts, Culture, Humanities",1323723.0,0.359,0.2,0.1669999999999999,0.472,0.0984999999999999,624797.256,221061.741,70.0,ARTISTS ASSOCIATION OF NANTUCKET,1402579.0,Performing Arts,77.4,small,42458501,1,High,1.51e-06,2931108.0,1989139,A25Z,4982262.0,12,0,1,6,6,10,1.0,195201.0,2100.0
96.0,Human Services,6815239.0,0.045,0.09,0.031,0.922,0.0233,6283650.358,211272.409,93.61,THE ARMORY FOUNDATION,6095058.0,Multipurpose Human Service Organizations,94.66,mid,133680286,1,High,5.39e-07,5689213.0,5563798,Z99Z,8685290.0,6,0,1,7,7,15,1.0,199209.0,1000.0
93.0,International,23318407.0,0.244,0.02,0.02,0.7340000000000001,0.0092,17115710.738,466368.14,80.03,ARMENIAN GENERAL BENEVOLENT UNION,28602427.0,Development and Relief Services,85.03,big,135600421,1,High,1.3e-07,50465760.0,23058990,,222521010.0,12,0,1,9,9,15,1.0,195911.0,1000.0
93.0,International,23318407.0,0.244,0.02,0.02,0.7340000000000001,0.0092,17115710.738,466368.14,80.03,ARMENIAN GENERAL BENEVOLENT UNION,28602427.0,Development and Relief Services,85.03,big,136056738,1,Low,1.0,,0,,,12,0,1,8,9,15,1.0,199105.0,1000.0
93.0,International,23318407.0,0.244,0.02,0.02,0.7340000000000001,0.0092,17115710.738,466368.14,80.03,ARMENIAN GENERAL BENEVOLENT UNION,28602427.0,Development and Relief Services,85.03,big,136056779,1,Low,1.0,,0,,,12,0,1,8,9,15,1.0,199105.0,1000.0
89.0,"Arts, Culture, Humanities",2338865.0,0.105,0.19,0.107,0.787,0.0466,1840686.755,250258.555,86.21,THE ARK,2621936.0,Performing Arts,87.52,small,10401717,1,High,2.46e-06,1228005.0,1220823,D200,1629833.0,12,0,1,6,6,15,1.0,198512.0,1000.0
85.0,International,2013717.0,0.104,0.14,0.179,0.716,0.0993,1441821.372,360455.343,88.67,APPEAL OF CONSCIENCE FOUNDATION,2503950.0,"International Peace, Security, and Affairs",86.7,small,526062870,1,High,1.59e-06,2057389.0,1886231,Q700,14328124.0,12,0,1,6,8,15,1.0,196511.0,1200.0
97.0,Environment,31787810.0,0.089,0.11,0.059,0.851,0.0083,27051426.31,1875480.79,95.0,APPALACHIAN MOUNTAIN CLUB,33070020.0,Environmental Protection and Conservation,95.87,big,46001677,1,High,9.43e-08,32965160.0,31820756,C600,129341060.0,12,0,1,8,9,15,1.0,193408.0,1280.0
97.0,Human and Civil Rights,63917573.0,0.124,0.17,0.15,0.725,0.0042,46340240.425,9587635.95,69.96,ANTI-DEFAMATION LEAGUE,68375817.0,Advocacy and Education,78.65,big,131818723,1,High,5.3e-08,64939764.0,56561516,R600,26194054.0,12,0,1,9,8,16,1.0,194806.0,1000.0
100.0,Animals,10120452.0,0.223,0.12,0.064,0.711,0.0220999999999999,7195641.372,647708.928,81.42,ANIMAL RESCUE LEAGUE OF BOSTON,13357902.0,"Animal Rights, Welfare, and Services",86.86,mid,42103714,1,High,4.81e-07,16932190.0,6241523,D200,91527740.0,12,0,1,8,9,15,1.0,194309.0,1000.0
100.0,Animals,47432319.0,0.231,0.13,0.022,0.745,0.0143,35337077.655,1043511.0180000002,82.62,THE ANIMAL MEDICAL CENTER,54630517.0,"Animal Rights, Welfare, and Services",87.71,big,135505367,1,High,7.25e-08,53748984.0,41365600,D400,83648230.0,12,0,1,9,9,16,1.0,194405.0,1000.0
100.0,Health,1955823.0,0.128,0.1,0.098,0.773,0.0605,1511851.179,191670.654,83.82,ANGEL FOUNDATION,2213154.0,Patient and Family Support,88.55,small,204591909,1,Low,1.0,13918129.0,0,T20,8627459.0,12,1,0,8,7,4,1.0,200605.0,1000.0
100.0,Health,1955823.0,0.128,0.1,0.098,0.773,0.0605,1511851.179,191670.654,83.82,ANGEL FOUNDATION,2213154.0,Patient and Family Support,88.55,small,262816498,1,Low,1.0,1295397.0,0,T20,2691551.0,12,1,0,6,6,4,1.0,200907.0,1000.0
100.0,International,4819474.0,0.203,0.1,0.054,0.742,0.0481,3576049.708,260251.596,88.23,AMERICAN-SCANDINAVIAN FOUNDATION,3644394.0,"International Peace, Security, and Affairs",91.67,mid,131623897,1,High,5.38e-07,6605420.0,5573097,Q200,48199050.0,6,0,1,7,8,15,1.0,192005.0,2800.0
97.0,Human and Civil Rights,7210878.0,0.155,0.22,0.1969999999999999,0.647,0.0237,4665438.066000001,1420542.9659999998,74.2,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,6726645.0,Advocacy and Education,81.63,mid,20712242,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,0.0,200001.0,1200.0
97.0,Human and Civil Rights,7210878.0,0.155,0.22,0.1969999999999999,0.647,0.0237,4665438.066000001,1420542.9659999998,74.2,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,6726645.0,Advocacy and Education,81.63,mid,43491097,1,Low,1.0,0.0,0,R40,0.0,9,0,2,0,0,15,1.0,200007.0,1200.0
97.0,Human and Civil Rights,7210878.0,0.155,0.22,0.1969999999999999,0.647,0.0237,4665438.066000001,1420542.9659999998,74.2,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,6726645.0,Advocacy and Education,81.63,mid,222316695,1,Low,1.0,0.0,0,R40,0.0,9,0,2,0,0,15,1.0,200007.0,1200.0
97.0,Human and Civil Rights,7210878.0,0.155,0.22,0.1969999999999999,0.647,0.0237,4665438.066000001,1420542.9659999998,74.2,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,6726645.0,Advocacy and Education,81.63,mid,562500926,1,Low,1.0,0.0,0,,0.0,9,0,2,0,0,16,0.0,200007.0,1200.0
100.0,Human Services,6196477.0,0.074,0.39,0.054,0.871,0.0207,5397131.467,334609.75800000003,89.24,AMERICAN YOUTH FOUNDATION,6758114.0,"Youth Development, Shelter, and Crisis Services",92.39,mid,430652614,1,High,4.87e-07,7237302.0,6157389,N20Z,40923036.0,12,0,1,7,8,15,1.0,199805.0,1200.0
96.0,Health,4846825.0,0.099,0.21,0.095,0.805,0.0237999999999999,3901694.125000001,460448.375,87.45,AMERICAN SOCIETY OF TRANSPLANTATION,4431673.0,Treatment and Prevention Services,90.68,mid,421182936,1,High,5.95e-07,9038174.0,5045735,,16106483.0,12,0,1,7,8,16,1.0,198208.0,1000.0
97.0,Animals,208434628.0,0.053,0.21,0.201,0.7440000000000001,0.002,155075363.23200002,41895360.228,77.22,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,217398213.0,"Animal Rights, Welfare, and Services",83.75,big,131623829,1,High,1.45e-08,271715620.0,206926300,D200,247028140.0,12,0,1,9,9,15,1.0,192103.0,1000.0
93.0,"Arts, Culture, Humanities",214025292.0,0.135,0.03,0.034,0.83,0.0049,177640992.35999998,7276859.928,88.57,AMERICAN MUSEUM OF NATURAL HISTORY,310330693.0,Museums,90.52,big,136162659,1,High,1.18e-08,465768860.0,255274880,A560,1305758100.0,6,0,1,9,9,15,1.0,194306.0,2000.0
96.0,Health,8921259.0,0.1009999999999999,0.13,0.1119999999999999,0.7859999999999999,0.0058,7012109.573999999,999181.008,82.69,AMERICAN LIVER FOUNDATION,9409699.0,"Diseases, Disorders, and Disciplines",87.43,mid,362883000,1,High,3.1e-07,11136100.0,9676572,G47Z,5158077.0,12,0,1,8,7,15,1.0,197608.0,1000.0
92.0,"Arts, Culture, Humanities",2541630.0,0.362,0.27,0.172,0.465,0.0,1181857.95,437160.36,61.13,AMERICAN JEWISH HISTORICAL SOCIETY,1464537.0,"Libraries, Historical Societies and Landmark Preservation",71.93,small,131764804,1,High,1.72e-06,1794168.0,1742912,A82Z,5465449.0,12,0,1,6,7,15,1.0,193311.0,1000.0
100.0,International,7577120.0,0.075,0.14,0.146,0.777,0.0286,5887422.24,1106259.52,87.33,AMERICAN INDIA FOUNDATION,6046393.0,Development and Relief Services,91.04,mid,134159765,1,High,4.4e-07,7452157.0,6812880,M12,8695378.0,3,0,1,7,7,15,1.0,200107.0,1000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,43174504,1,Medium,4.21e-06,510858.0,474496,,272600.0,12,0,1,5,4,15,1.0,194606.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,61284920,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,194606.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,222636377,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,194606.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,460918890,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,198010.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,463494253,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,198010.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,463821695,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,198010.0,2000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,465527775,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,198010.0,1000.0
97.0,Human and Civil Rights,2295879.0,0.031,0.09,0.114,0.8540000000000001,0.0635,1960680.666,261730.206,91.18,AMERICAN HUMANIST ASSOCIATION,2439764.0,Advocacy and Education,93.41,small,521210129,1,Low,0.001680672,595.0,595,,3128.0,12,0,2,1,1,15,1.0,194606.0,2000.0
93.0,"Arts, Culture, Humanities",1274004.0,0.093,0.06,0.066,0.84,0.0675,1070163.36,84084.26400000001,79.71,AMERICAN FRIENDS OF THE ISRAEL NATIONAL MUSEUM OF SCIENCE,1533076.0,Museums,84.82,small,133329462,1,High,1.96e-06,1533076.0,1533076,Q112,348235.0,12,0,1,6,4,15,1.0,198605.0,1200.0
93.0,"Arts, Culture, Humanities",17264366.0,0.05,0.16,0.18,0.768,0.0141,13259033.088,3107585.88,80.15,AMERICAN FRIENDS OF THE ISRAEL MUSEUM,17150758.0,Museums,85.11,big,237182582,1,High,8.19e-08,49849200.0,36611564,A115,205309440.0,12,0,1,8,9,15,1.0,197205.0,1200.0
100.0,International,1547219.0,0.0579999999999999,0.13,0.127,0.8140000000000001,0.0749,1259436.266,196496.813,93.97,AMERICAN FRIENDS OF THE EPISCOPAL DIOCESE OF JERUSALEM,1604675.0,"International Peace, Security, and Affairs",95.73,small,596155008,1,High,1.89e-06,1926027.0,1585817,P70J,1854442.0,12,0,1,6,6,15,1.0,196403.0,2700.0
89.0,Education,3613549.0,0.038,0.02,0.0279999999999999,0.932,0.0,3367827.668,101179.372,100.0,AMERICAN FRIENDS OF NISHMAT,4597542.0,Adult Education Programs and Services,92.22,mid,43106173,1,High,6.53e-07,4777901.0,4597542,Q99Z,3534381.0,6,0,1,6,6,15,1.0,199303.0,2000.0
62.0,"Arts, Culture, Humanities",458621.0,0.2019999999999999,0.04,0.001,0.797,0.2725,365520.937,458.621,70.98,AMERICAN FRIENDS OF MUSEUMS IN ISRAEL,115315.0,Museums,66.19,small,237443023,1,Low,1.0,535297.0,-760585,Q112,1104205.0,12,0,1,5,6,15,1.0,197504.0,2700.0
93.0,Human Services,5126089.0,0.072,0.09,0.099,0.828,0.0277,4244401.692,507482.8110000001,91.87,AMERICAN FRIENDS OF MEIR PANIM,5177870.0,Social Services,92.41,mid,201582478,1,High,6.4e-07,4688381.0,4688381,,262485.0,6,0,1,6,4,15,1.0,200511.0,1700.0
96.0,Health,34622656.0,0.084,0.12,0.152,0.762,0.0155,26382463.872,5262643.712,79.89,AMERICAN FRIENDS OF MAGEN DAVID ADOM,46532012.0,Treatment and Prevention Services,85.5,big,131790719,1,High,7.46e-08,43429064.0,40194056,Q113,72674110.0,12,0,1,8,9,15,1.0,197208.0,1000.0
100.0,Health,23219954.0,0.048,0.09,0.113,0.8370000000000001,0.0165,19435101.498000003,2623854.802,84.62,AMERICAN FOUNDATION FOR SUICIDE PREVENTION,24795121.0,Treatment and Prevention Services,89.12,big,133393329,1,High,1.38e-07,27014164.0,21711096,F110,15189776.0,6,0,1,8,8,15,1.0,199111.0,2000.0
89.0,"Arts, Culture, Humanities",4220031.0,0.17,0.1,0.098,0.73,0.0553,3080622.63,413563.038,82.51,AMERICAN FOLK ART MUSEUM,3417353.0,Museums,85.39,mid,131985627,1,High,5.53e-07,7265982.0,5420457,A500,10807826.0,6,0,1,7,8,15,1.0,196407.0,2000.0
90.0,Research and Public Policy,1729003.0,0.129,0.21,0.183,0.687,0.1297,1187825.061,316407.549,84.37,AMERICAN COUNCIL ON SCIENCE AND HEALTH,1260442.0,Social and Public Policy Research,86.87,small,132911127,1,High,2.67e-06,1785181.0,1123414,,2567728.0,6,0,1,6,6,15,1.0,197711.0,1200.0
81.0,Human and Civil Rights,1839463.0,0.174,0.11,0.157,0.667,0.0648,1226921.821,288795.691,79.3,AMERICAN CIVIL LIBERTIES UNION OF NEW JERSEY FOUNDATION,2999265.0,Advocacy and Education,80.13,small,222010593,1,Medium,2.18e-06,926166.0,917434,R600,4320182.0,3,0,1,5,6,15,1.0,197108.0,2100.0
96.0,Research and Public Policy,11527301.0,0.122,0.12,0.124,0.752,0.0435,8668530.352,1429385.324,87.93,AMERICAN ACADEMY OF ARTS AND SCIENCES,19534769.0,Social and Public Policy Research,91.0,mid,42103651,1,High,3.24e-07,31009434.0,9260936,V300,75833850.0,6,0,1,8,9,15,1.0,193407.0,2380.0
89.0,International,12511030.0,0.119,0.34,0.143,0.737,0.0337,9220629.11,1789077.2900000005,82.91,AMERICAN ACADEMY IN ROME,12738744.0,"International Peace, Security, and Affairs",85.62,mid,131623881,1,High,2.68e-07,32047660.0,11210522,Q22Z,120078344.0,8,0,1,8,9,15,1.0,192612.0,1000.0
89.0,International,6566241.0,0.215,0.09,0.103,0.6809999999999999,0.0308999999999999,4471610.120999999,676322.8230000001,80.47,AMERICAN ACADEMY IN BERLIN,7785868.0,"International Peace, Security, and Affairs",84.15,mid,521726273,1,High,2e-07,22427044.0,14966777,Q113,52994370.0,6,0,1,8,9,15,1.0,199204.0,1000.0
96.0,Health,13344707.0,0.071,0.01,0.01,0.917,0.0279999999999999,12237096.319,133447.07,92.5,AIDS VACCINE ADVOCACY COALITION,13719288.0,"Diseases, Disorders, and Disciplines",93.98,mid,943240841,1,High,5.47e-07,5481219.0,5481219,P20,4617088.0,12,0,1,7,6,15,1.0,199704.0,1000.0
89.0,Human Services,1618301.0,0.067,0.06,0.133,0.7979999999999999,0.0936999999999999,1291404.198,215234.033,96.01,AGAPE,5606417.0,"Youth Development, Shelter, and Crisis Services",91.72,small,43532765,1,Low,1.0,,0,,,8,0,6,0,0,10,1.0,197210.0,7000.0
82.0,Education,4352790.0,0.039,0.04,0.042,0.918,0.0293,3995861.22,182817.18,82.5,AFRICAN LEADERSHIP FOUNDATION,4560026.0,Scholarship and Financial Support,82.24,mid,830425133,1,High,9.52e-07,3151478.0,3151478,B82,1120013.0,6,0,1,6,6,15,1.0,200609.0,1200.0
74.0,Religion,3164372.0,0.09,0.05,0.047,0.861,0.0458,2724524.292,148725.484,74.76,AFIKIM FOUNDATION,2588915.0,Religious Activities,74.37,small,710866051,1,High,1.34e-06,2571839.0,2235408,X30,1018446.0,12,0,1,6,6,15,1.0,200209.0,1200.0
89.0,Research and Public Policy,1748049.0,0.099,0.03,0.025,0.875,0.0935,1529542.875,43701.225000000006,93.28,ADVOCATES FOR CHILDREN OF NEW JERSEY,1570606.0,Social and Public Policy Research,90.88,small,221695034,1,High,1.75e-06,2389743.0,1712366,P300,10425224.0,12,0,1,6,8,15,1.0,196409.0,1000.0
100.0,Human Services,6162936.0,0.067,0.06,0.061,0.87,0.0187999999999999,5361754.32,375939.096,92.93,ADOPT-A-FAMILY,6673835.0,Homeless Services,95.0,mid,50470227,1,Low,8.04e-05,12432.0,12432,P20Z,68327.0,12,0,2,2,3,15,1.0,199508.0,1000.0
100.0,Health,1511162.0,0.078,0.02,0.035,0.885,0.0445,1337378.37,52890.670000000006,90.57,ADLER APHASIA CENTER,2941337.0,Patient and Family Support,93.33,small,20687863,1,High,1.54e-06,2236159.0,1953239,G48,2416670.0,12,0,1,6,6,15,1.0,200307.0,1000.0
86.0,"Arts, Culture, Humanities",5687303.0,0.13,0.06,0.046,0.8220000000000001,0.0333,4674963.066000001,261615.938,93.74,ADIRONDACK HISTORICAL ASSOCIATION,8527013.0,Museums,89.15,mid,135635801,1,High,1.78e-06,29793052.0,1680885,A800,59282948.0,12,0,1,8,9,15,1.0,199210.0,1000.0
96.0,International,158347012.0,0.0559999999999999,0.01,0.0139999999999999,0.929,0.0013,147104374.148,2216858.168,92.5,ACTION AGAINST HUNGER USA,184767681.0,Development and Relief Services,93.98,big,133327220,1,High,5.26e-08,57156076.0,57011920,Q300,70154270.0,12,0,1,9,9,15,1.0,198512.0,1000.0
97.0,International,30276113.0,0.149,0.17,0.069,0.7809999999999999,0.0185,23645644.253,2089051.7970000005,85.52,ACCION INTERNATIONAL,40829047.0,Development and Relief Services,89.54,big,132535763,1,High,8.83e-08,51706348.0,33988236,Q320,372287500.0,12,0,1,9,9,15,1.0,196508.0,1200.0
100.0,Environment,1874758.0,0.057,0.03,0.045,0.8959999999999999,0.1054,1679783.1679999998,84364.11,92.77,ACADIA CENTER,2397890.0,Environmental Protection and Conservation,94.88,small,10518193,1,High,1.46e-06,2050763.0,2050447,C350,2826499.0,12,0,1,6,6,15,1.0,199808.0,1000.0
93.0,"Arts, Culture, Humanities",4627048.0,0.177,0.16,0.147,0.674,0.0249,3118630.3520000004,680176.056,87.47,BYRD HOFFMAN WATER MILL FOUNDATION,4831073.0,Performing Arts,89.85,mid,134144013,1,High,6.64e-07,4989146.0,4519750,A65,27803516.0,12,0,1,6,8,15,1.0,200103.0,2000.0
89.0,"Arts, Culture, Humanities",5401797.0,0.089,0.15,0.12,0.789,0.0302,4262017.833000001,648215.64,83.32,BROOKLYN HISTORICAL SOCIETY,6355718.0,"Libraries, Historical Societies and Landmark Preservation",85.87,mid,60951909,1,Low,1.0,0.0,0,A80,0.0,12,0,2,0,0,15,1.0,200603.0,1000.0
62.0,Religion,1226967.0,0.095,0.01,0.016,0.887,0.054,1088319.729,19631.472,87.5,BRIS AVROHOM,1301980.0,Religious Activities,71.71,small,222664361,1,High,1.76e-06,1731560.0,1702293,,2060875.0,2,0,1,6,6,15,1.0,198512.0,7000.0
89.0,Human Services,2402015.0,0.1119999999999999,0.08,0.063,0.823,0.0393,1976858.345,151326.945,95.31,BOYS & GIRLS CLUBS OF SOUTHERN MAINE,2135306.0,"Youth Development, Shelter, and Crisis Services",91.54,small,10211543,1,High,1.32e-06,6270588.0,2277420,O210,16384372.0,6,0,1,7,8,15,1.0,192602.0,1200.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,50504432,1,Low,1.0,,0,,,12,0,1,0,0,0,1.0,199908.0,3000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,61684675,1,Low,1.0,,0,,,12,0,1,0,0,0,0.0,199908.0,3000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,134065411,1,Low,1.0,,0,,,12,0,1,0,0,0,1.0,199908.0,3000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,202953315,1,Low,1.0,,0,,,12,0,1,0,0,16,1.0,199908.0,2000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,223621285,1,Low,1.0,,0,O23,,12,0,1,3,3,0,2.0,199907.0,3000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,331064638,1,Low,1.0,,0,,,12,0,2,6,4,0,0.0,199908.0,3000.0
97.0,Human Services,174331184.0,0.126,0.11,0.094,0.779,0.0039,135803992.336,16387131.296,92.97,BOYS & GIRLS CLUBS OF AMERICA,141332566.0,"Youth Development, Shelter, and Crisis Services",94.59,big,562425831,1,Low,1.0,,0,,,12,0,1,0,0,0,2.0,199908.0,3000.0
89.0,Human Services,3490084.0,0.149,0.16,0.047,0.8029999999999999,0.0349,2802537.452,164033.948,89.03,BOYS & GIRLS CLUB OF PAWTUCKET,3843249.0,"Youth Development, Shelter, and Crisis Services",89.01,small,50258924,1,High,8.85e-07,4681671.0,3391102,O230,12971147.0,8,0,1,6,8,16,1.0,194312.0,0.0
96.0,Human Services,1489642.0,0.181,0.08,0.085,0.733,0.0728,1091907.586,126619.57,91.65,BOYS & GIRLS CLUB OF MONMOUTH COUNTY,1544920.0,"Youth Development, Shelter, and Crisis Services",93.45,small,210694373,1,High,2.04e-06,1540156.0,1472795,,1069959.0,12,0,1,6,6,15,1.0,195106.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,10211489,1,High,2.79e-06,1455590.0,1074221,,6410554.0,12,0,1,6,7,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,10211490,1,High,1.12e-06,3853148.0,2670890,,5130374.0,12,0,1,6,7,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,16011388,1,Low,2.49e-05,780338.0,40130,,1566173.0,12,0,1,5,6,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,20222115,1,High,6.78e-07,11706513.0,4425947,O410,18821078.0,12,0,1,8,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,30229256,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42104279,1,High,2.13e-06,2263907.0,1406046,O410,2345372.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42104393,1,Medium,2.2e-06,926736.0,908322,,6522474.0,7,0,1,5,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42104804,1,High,1.6e-06,2459575.0,1870648,,5735160.0,12,0,1,6,7,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42105867,1,High,2.31e-06,1874154.0,1296438,O41,2565717.0,12,0,1,6,6,15,1.0,196511.0,1200.0
